# SPDX-License-Identifier: GPL-2.0-only
# Copyright (c) 2025 Greg Kroah-Hartman <gregkh@linuxfoundation.org>
#
# List of fixed up "Fixes:" entries from the git log
# Format is "invalid fix" "proper id"
005887f2e3e0 ad7b0368f33cffe67fecd302028915926e50ef7e
c1973b38bf639 df9923f96717d0aebb0a73adbcf6285fa79e38cb
c1af9db78950 de11ee8b214e26aebe07729629246ef893d056cb
c1f6520bf360 8806d7185bf7a81c28ea46ce67f78669f91f0591
c26da54dc8ca faaa357a55e03490fb280ac211be2298e635b220
c278754a21e6 7a42baa621538eb73b261828027b1faa25e341e6
c29d96c3b9b4 04c8027764bc82a325d3abc6f39a6a4642a937cb
c2bb79613fed edb32776196afa393c074d6a2733e3a69e66b299
c2c4da37837e 08f3dff799d43bd2ec9d5e05c819ae3f253fe5cd
c2cb4b5777e1 e4922176e1669f174e101d321d76fdc1a134f7ac
c2fceabca6d5 f97decac5f4c2d862e5b848694e3ffb29fc8acdd
c30d78c14a813db39a647b6a348b428 ec30d78c14a813db39a647b6a348b4286ba4abf5
c32300516047 1adc4d419aa282ed6d86f01935ce45d2215d8b8d
c3bbb6f2825d NOT_VALID
c3df50abc84b 23ec3d1479fd79658cd52c47618d8ddd2f32550b
c3ffc3a1ff83hwmon: NOT_VALID
c422a628925d 4d319ed6566e478c7b055c7b0d10f4466e23e1f1
c44c232ee2d3 61bbe38027334780964e4b2658f722ed0b3cb2f9
c4562236b3bc NOT_VALID
c4b1687d6897 NOT_VALID
c4fb2cdf575d 439adf885e6dd3b2a64941a167b4c18d3728c6dc
c5089591c3ba 13a857a4c4e826c587cde3a69bc3d1162d247d9d
c52030a01ccc a6bff3cb19b7d57e297a11d844ffb71be9fd9d80
c521126610c3 48fe8ab8d5a39c7bc49cb41d0ad92c75f48a9550
c52c16d1bee5 546e425991205f59281e160a0d0daed47b7ca9b3
c561e41ce4d2 a2038077de9a9e35f14a72612e2885193d4490d4
c58035a74aba a86f030915f247b70da051506a0e3d889a4002d8
c586b3075d5b47d8 c54c58bad6e64649dfe51c2e8d9e5a1524d673e8
c5a5cd3d3217 75560522eaef2f7c7b2fec3c22e1254244f52372
c5b2d43e67bb 972167c690801ddf60e88da50493b4ffe103c7f2
c5d25bdb2967 f5b05d622a3e99e6a97a189fe500414be802a05c
c6345dfa6e3e 0fcb70851fbfea1776ae62f67c503fef8f0292b9
c66d4d99a8fb NOT_VALID
c6b002bcdfa6 e57b7901469fc0b021930b83a8094baaf3d81b09
c6bc9bd06dff a905e84e64083a0ee701f61810badee234050825
c6bf1adaecaa cd1dbf76b23d5ab2cba5e657fe20b1e236a408cc
c6d8eef38b7f 5ffc259deac491fe01eae72dc5936eb6ace5914a
c6f2a1e2e5f8 04b38d601239b4d9be641b412cf4b7456a041c67
c749b8d9de32 ec03445c9ee282eef12b72cdb029348f80daad58
c749db571dcf a1c16d71bceec404573ee4ff712f3dc0e58d31c8
c7582ec85342 81746019b9fbb9fbf7c522dcbeefb572ac0f9458
c78f261e5dcb NOT_VALID
c795eb55e740 NOT_VALID
c80e7c6fafa5 NOT_VALID
c8946454ed96 fb730334e0f759d00f72168fbc555e5a95e35210
c8d4066c7246 0f7e17286b451ca6f41497b86c8c15de480e75d7
c8dbdf2a1044951b c9dc89944b66abf9aa0ad57aa45e4edf030e2441
c9cb12c5ba08 acae8b36cded0ee62038dedd0a44d54d5d673a96
ca0bbc70f147 64604d54d3115fee89598bfb6d8d2252f8a2d114
ca2ab03237ec NOT_VALID
ca48ad71717dd NOT_VALID
ca60906d2795 NOT_VALID
cabcebc31de4 NOT_VALID
cae96a5c8ab6 d68f735b3bc934a7523a047aa952a577cf6ca171
cb0ef0c019ab NOT_VALID
cb3e971c435d ceeadb83aea28372e54857bf88ab7e17af48ab7b
cb41155766b05935 2fd171be13f061927a8f864244b17063e357bb4d
cb740f574c7b 2ab47dae54d567bbb1ad3e96e5b2601cc13f4d2b
cbe4b96e1194b0e34db6@syzkaller.appspotmail.com NOT_VALID
cc1baf98c8f6 ffdec8d64291c5d2e61da96cc64fbb57469fd5cf
cc3ed2fe5c93 NOT_VALID
ccd98cba6a18 NOT_VALID
ccf9a5ed14be bab6de8fd180bc284e3c191e59ceccf9a5ed14be
cd253f9f357d 52c35befb69b005c3fc5afdaae3a5717ad013411
cd403a6a0419 5e488a4fd8595817e74b255d33868e03f57ad16f
cd47de45b855 912c6aa67ad4252dc92e6569cfcb32ee44575183
cd9fa28b5351 282f4214384ee2e2ca39b2532a5296fddf762518
cdae3b9a47aa c6be710f5e2a92204f92d872a0c0b4fe29666492
cde4f86f9249 NOT_VALID
cde738a61e65 NOT_VALID
ce15cd2cee8b d115b51e0e567199c821fc39e13b6af7e78f247d
ce3fef2eb235 f863fac1b15f77fc3c115f5afbd535983bb961a1
ce4af14d94aa NOT_VALID
ce83d9ab80d6 4e1a33b105ddf201f66dcc44490c6086a25eca0b
ce9a0d88d97a a03dacb0316f74400846aaf144d6c73f4217ca08
cf50b5efa2fe'net/mlx5_core/ib: NOT_VALID
cf5f16b23ec9 94723aafb9e76414fada7c1c198733a86f01ea8f
cf64356c5151 NOT_VALID
cf941e174ee2 cf961e16620f88686e0662753bd92d8383f36862
cfcb68817fb3 f271946117dde2ca8741b8138b347b2d68e6ad56
d08f50dd0afc c2a1c145401df063d1197ace5d3b5bd323e26f86
d0f1778a6b67 NOT_VALID
d1661439f5a3 035f90076fd1cafb17468a2dcef7aad189190980
d1f85bd38db19 3589a9190b927f68339f6c4779196360dd453a70
d24f48767d5e d422c6c0644bccbb1ebeefffa51f35cec3019517
d319c8e101c5 9be6d411b0c473d31f756993b8b41bb16b0679c1
d449546c957f 5df28c153dade7920fce3998d4c7b1a60db5ae79
d45048e65a59 69866e156ce28c47dc0085b5ba5e734f5511812e
d4609acce187 488b0ffc0e8b29367c949e6ddd8febf0ff220837
d48a1b7cd439 60854fd94573f0d3b80b55b40cf0140a0430f3ab
d4b40a02f837 7f25483a88291ed6b2cbe761ee2a30a69674b131
d4d0cb741d7b 89f9ffd3eb670bad1260bc579f5e13b8f2d5b3e0
d4e7f38d70ef 3f0689e663524115b068258bab789dff1ddab5da
d5939a793693 42ac68e3d4ba06ad17bc56b790dbccc37e76e0ba
d5d5df6da0aa ab4e4380d4e158486e595013a2635190e07e28ce
d5e54eeb0e3d ce0887ac96d35c7105090e166bb0807dc0a0e838
d61c5068729a 31e2689b9985e5226ef866dd9842c7c14c69a6d2
d637628ce00c 7f46c8b3a5523a28cb81c2c12bc3dcc76ed52d59
d6bb2a91f95b 359ee4f834f5b4f8096f7edc0c20ef37d1fca861
d6f819908f8aac 25be451aa4c0e9a96c59a626ab0e93d5cb7f6f48
d71e629bed5b 8871331b1769978ecece205a430338a2581e5050
d7387fc6add4 c97c4090ff72297a878a37715bd301624b71c885
d74eef2834b5 9aebfd4a2200ab8075e44379c758bccefdc589bb
d78b10f5713d9 96f524105b9c62904b8452dff2c2531a84e44e2c
d790449835e6 3890d11153e20ed48de2adca4261788f72b93f66
d7aeaebb920f df8238629112b8f61f96367f84d5b236051d8c93
d89f3847def4 NOT_VALID
d8a650adf429 3fffb589b9a6e331e39cb75373ee7691acd7b109
d8b39db5fab8 19fd80de0a8b5170ef34704c8984cca920dffa59
d8cf39a280c3b0 NOT_VALID
d931acd575d6 ded845a781a578dfb0b5b2c138e5a067aa3b1242
d93512ef0f0e a035d552a93bb9ef6048733bb9f2a0dc857ff869
d941bfe500be 2c8ccb37b08fe364f02a9914daca474d43151453
d9fea79171ee NOT_VALID
da4490c958ad 09f49dca570a917a8c6bccd7e8c61f5141534e3a
da4cc2d0b066 NOT_VALID
da51fd247424 NOT_VALID
daa2ac80834d NOT_VALID
dab56f80e7f9 6155153601183061cbc54516f4db843cb80f2e02
daf214c14dbe 42b2547137f5c974bb1bfd657c869fe96b96d86f
db17b61765c2 3ba75830ce175550ef45c6524ec62faab8f62c1b
db7b9e9f26b8 NOT_VALID
db8b50ba75f2 NOT_VALID
db97c9f9d312 d452930fd3b9031e59abfeddb2fa383f1403d61a
dbad2adcb2c7 4cb23b650a59b042f647d09d16d527d026b2d2f2
dbb04bd7122f 50e99641413e766706043c2cb04ae2cd719539f4
dbd4c2dd8f13 624322f1adc58acd0b69f77a6ddc764207e97241
dbe6460388bc dceee2e230e07d25e50478dde3f0621a1381da53
dc7e75b3b3ee bef9a701f3ebfb60da259b04778d24128505a96c
dc877dbd088f bd166ef183c263c5ced656d49ef19c7da4adc774
dc893f51d24a NOT_VALID
dc8a9febbab0 825be3b5abae1e67db45ff7d4b9a7764a2419bd9
dcf5652291f6 265f7237dd258e1d4d0b3f84ffea92d7d1c08861
dd41d330b03 dd41d33f0b033885211a5d6f3ee19e73238aa9ee
dd49018737d4 32de2ea0d5b7e2bc2a4eeac47e38aceb0ff25cc9
ddfb3687c538 3d2daf9d592e435c46a91841602e52ecbad48602
de9e6a8136c5 cbc44e76bfcdcaccd079487367593ee3f94d006d
deb4fb58ff73 5db11c21a929cd9d8c0484006efb1014fc723c93
deb50313ba83 5042d3f278de45e215291d2adcf1024cc3c7f73a
debb6b9c3fdd ac5fcde0a96a18773f06b7c00c5ea081bbdc64b3
dee509eb9cd5 8402074f30238ee1bdc70b843932cd7350830ab6
deffad633413 ca04d9d3e1b141f8aeca434c30f876aadf0b5fbf
df61b366af26 99e4f67508e1dd51e21ebae2150c6e4f4eae068b
df61b366af26 NOT_VALID
dfaf653dc415 NOT_VALID
e0128d8ab423 c36cf07176316fbe6a4bdbc23afcb0cbf7822bf2
e0644101bd2f NOT_VALID
e0750d947352 1c6fdbd8f2465ddfb73a01ec620cbf3d14044e1a
e07724d1cf38 24e0a1eff9e2b9835a6e7c17039dfb6ecfd81f1f
e07d585e2454 a18ee796f8af5569628c324700b9a34b88884488
e126370240e0 NOT_VALID
e1417fdf3011 647d04f8e07afc7c3b7a42b3ee01a8b28db29631
e16858a7e6e7 NOT_VALID
e17371d73908 NOT_VALID
e18df2889ff9 47179fe03588caa13a9bae642b058901709ddc55
e1ced6422a3 f3ac4e7394a1aa89c5ca49f8a5344a98b56df046
e2ea83742133 NOT_VALID
e31dd6e412f7 ec6851ae0ab4587e610e260ddda75f92f3389f91
e333054a91d1 0745dde62835be7e2afe62fcdb482fcad79cb743
e340c1a6ef4b 6508de0305d560235b366cc2cc98f7bcfb029e92
e3493220fd3e bfb3c7fa3950f2dece0bfec1df5fbce7117345af
e35403a034bf 5cdf2e3fea5ee37b66842d76a9b06e6dac0b933d
e39875d15ad6 NOT_VALID
e3a0d7976c53 dfb6ae4e14bd6542ee6caa8f661f269c94e19a9f
e3bdb7cc0300 NOT_VALID
e40d99e6183e NOT_VALID
e42016eb3844 35974a7cc23c5deb5597c0a42183172498c4a0a8
e42b0ee61282a2f9 6ed249441a7d3ead8e81cc926e68d5e7ae031032
e43b045e2c82 e00e473d9817e03cddbaf181a491c42ae8373482
e447e49977b8 5f1929f1f077d3997ab8cd4a8136aad304b0e9df
e4623c913508 88d0895d0ea9d4431507d576c963f2ff9918144d
e49aa9a9bd22 466a62d7642f02f36d37d9b30c19a725538a01ca
e4bce763adb2 NOT_VALID
e4ebb8b403d1 004960423fe17dfff93753017b7081dab36c7180
e572f844ca66 0b7a7bb70562960834f4c2b7ed703f06dbb0c7e8
e58a0322dbac febf8a3712e4209b7e650b37b3b240a2b387794d
e58c31d5e387 NOT_VALID
e59a15af7aa6 b5a8c50e5c1896b913c289e09f98b539fd1740ac
e5cf86d30a9b fe2da6ff27c73c1d102ec2189f94e8bc729d1a9b
e64abff2f133 eb3dc8978596a045f469f13bb13271a707623ecb
e65a616f4e74 6d293d447670da6325cc9c8fb809878d1930c234
e6951fb78787 6978c7d2dd81e0a3f9d30d1fbdb013a5ae5fabaf
e6c71e84e4c0 ee142889e32f564f9b5e57b68b06693ec5473074
e72f03ef2543 c9899c183921f919e10fe821be7de9fea876ba65
e76599df354d 46f226c93d35b936aeec6eb31da932dc2e86f413
e7895864b0d7 NOT_VALID
e7895cfc476 NOT_VALID
e7b592f6caca e0c13f9761df8f97cf5e81495d12ecbc4075684a
e80382fe721f 062b85216886bbb5e318705c479838563bfdd9d2
e80444ae4fc3 3bb8ea400cbe2ae4d5b51e4306ff9d14d6c6627c
e89f8b1ade9cc1a 062807f20e3f363dc5db0c7927bb6223dd1f46a2
e903a2ce7379 NOT_VALID
e96ef636f154 a0c95f201170bd559737d3cdc8a950aea62f29c6
e9efb21fe352 0df68ce4c26a48115a9e8d45e24f18d964a10050
ea0eeb89b1d5 NOT_VALID
ea127f9754 NOT_VALID
ea127f975424 NOT_VALID
ea3414e1249e 89931cb463d861faf987dbbff9db986fe59293f7
ea39594e0855 bc7f670ee04cd619f8c4627c37d77b3618bc5edd
eab8da48579d 2c622ed0eaa38b68d7440bedb8c6cdd138b5a860
eacf67eb9b32 6b73044b2b0081ee3dd1cd6eaab7dee552601efb
ead0687fe30 572d3c6444979a6a49c6b464110563f578e8dece
ead0687fe304a 572d3c6444979a6a49c6b464110563f578e8dece
eb14235668777b 88293c03c87e4db28890dd4e4ccb3640eadb4a08
eb4cacdfb998 18d6c8b7b4c94c5e2e5b5807d9484b4d54b8fa1b
ec12a57b822c NOT_VALID
ec7d2d74760a 2ac515a5d74f26963362d5da9589c67ca3663338
ecb697d10f70 b91991bf6b707482953c094dbd9615f6382ba2cb
ecc5bf868673 f805e356313bbcafef48808c14eb9ce7f4ff2560
ed0e39e97d34 c6e970a04bdceb7ef1fdbac6be3bd4cd0a0a02bd
ed432b1ed00a 08c51ceb12f7ce2252513a38ad8a8ed26103a4e2
edb6538da3df NOT_VALID
edfbf8c307ff 8574adf5222d786b747022c6edcbcdddf409a139
ee16c8f415e4 NOT_VALID
ee650b3820f3 db93ca15e5aefe868ef095ee830a205f70f38b6e
ee6d79f202a4 2a895871f27fdc82ac7b365d3f94e2c7b3467898
ee855d3b93f3 b7aee855d3b93f31ea692ea5c7565318372d1042
ef074a31e88e a4eb7e2555171a95135678ea111a60f0d2a154e6
ef71ed0608c 063848c3e1558e40879522562aaf905fdcf0d7f1
efcdca286eef 66fecef5bde07857d6306f569d71af5bd092c00b
efe6733e516 fefe6733e516f2fdc4afeb060ad5b5e45afbcfbd
f036d4ea5fa7 NOT_VALID
f072c7ba2150 f4ec7fdf7f83701dd980d6cd60c81f79dab85133
f09cd1f46388 2004f45ef83f07f43f5da6ede780b08068c7583d
f09d160992d1 dde3036d62ba3375840b10ab9ec0d568fd773b07
f0cacc14cade NOT_VALID
f0cebf82004d ae8bd606e09bbdb2607c8249872cc2aeaf2fcc72
f1280272ae4d d6995da311221a05c8aef3bda2629e5cb14c7302
f1336e6afb b2ea8772799d3a0f747eddcf2006fa70e86fad81
f13c8e8c58ba 72c0098d92cedb11c7e0151e84918840a4e96b31
f17cbb53783c e4db2813d2e558b6b6bee464308678a57732b390
f288e8e1aa4f 53fb18941d81522a3e6eec1a5f21a70da1515e56
f2b70efaf48f ace72eef40e8b5f0e3b3916e2dee2d146711ca2e
f2d47ec26af5 5147b9ae768758982b196d1b259e6372e328955e
f302bb0de6ac NOT_VALID
f314f12db65c NOT_VALID
f33506abbcdd c3e12e66b14a043daac6b3d0559df80b9ed7679c
f34dcf397286 83f168a1a4375c653d6d2383fd6ce5b404d031da
f3b5e608ed6d f8410e626569324cfe831aaecc0504cafc12b471
f3d7c8aa6882 01e69cef63f88d809181f62f03a01d7295f2d5a4
f3dee17721a0 b7342204253aaa1ce8351e0d94b43f98c8706cee
f41071407c85 bff33f7e2ae2e805a4b0af597b58422185c68900
f43838a7ae014cba 3114815f635782102fdd7f47cb270d7f59b3d98f
f44d210312a6 061ef06a2d436cea85984cf0b51b452547a5496c
f478be79a22e 693c6883bbc4f7649750eb9ce49d0b799d073186
f489f27bc0ab 73bc0dbb591baea322a7319c735e5f6c7dba9cfb
f4c3de659054 da2a68b3eb47b9fb071def3f374258b2ce454096
f4cfacd92972cc44 72b61896f2b47fa4b98e86184bc0e6ddbd1a8db1
f52b16ba9fe4 9acc0f7a6edd8d886782d3ac35c8ce8b0d35475b
f5cc609d09d4 9695ef876fd122cb7bbc04a4a93b8727d2e36bda
f672e2c217e2d4b2 903f433f8f7a33e292a319259483adece8cc6674
f67cfc233706 7d9c3427894fe70d1347b4820476bf37736d2ff0
f68565831e72 NOT_VALID
f6ef94edf0f6 NOT_VALID
f73eae8d8384 NOT_VALID
f7485875a687 ce55698d32329b83ea695e0011b58d1bc11189b8
f7605fa869cf NOT_VALID
f82b36bffae7ef78b6a7@syzkaller.appspotmail.com NOT_VALID
f905ae0be4b7 2e4edfa1e2bd821a317e7d006517dcf2f3fac68d
f9e2f65dd561 1ba96062b59222c01cb6b4283451389012337b6e
f9f9d1ae2c66 b4cdc4260edf7e03d8b6fabb88aec2cdda95917e
fa488437d0f9 2ea3ffb7782a84da33a8382f13ebd016da50079b
fa86294eb355 7b0b0191a2c769819b4155a597ecef5c58e646c6
fadac7488064 bb6e358169bf62c2e4b4f4cca5a3a6915db00d81
faf4a44fff 6e3ca03ee934572d5de4fb2224c01e12c4d422c8
fb2f364fb5b9 5065cfabec21a4acf562932f1d0a814c119e0a69
fb2f3e96d80f 9155cf30a3c4ef97e225d6daddf9bd4b173267e8
fb6f2f606ce8 9dae2e030319811e9cdaa260faaa151cf0866186
fbfe1a042cfd 634e11d5b450a9bcc921219611c5d2cdc0f9066e
fc83fbc80e1a 96ec2d9868c4afd3cea17f4ee18b84ccc1cde20f
fd09cc80165c 5ab788d7383289bfc141ab357767bc6c11bbf77f
fd27de58b0ad fe8b45aa61153f44a2e4851b021fda0b8bc94fb9
fd2b562edca6 5fd2b562edca6cfc710f97f0b691a589cf14c9e7
fd45a136ff6 3fd45a136ff61bb54deab70fb2d534a85e40481f
fd497f1e40d9 437f91451349a94d581cb9a928fa3958153f0b71
fda6fee0001e ba94c753ccb471bafe8bd824b744fda6fee0001e
fdaeec198ada NOT_VALID
fdb34b18b959 7114fe6f906cdec2d263c1c84cd0cf5f0726652f
fdb793670a00 fa8d82e853e84de998e91e95d7a09aa04a7f79ee
fe67bd563ec2 d7d7a66aacd6fd8ca57baf08a7bac5421282f6f8
ff236456f072 NOT_VALID
ff32fac00d97 NOT_VALID
ff32fac00d97NTB: NOT_VALID
ff692d80b2e2 NOT_VALID
ffdc73a3b2ad f96e8577da1026c344e49c75111303888d225389
